Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
,001285,ACER F AUTUMN BLAZE R,,,,,,,,,
,000555,ACER NEGUNDO FLAMINGO,,,,,,,,,
,001135,ACER PLAT CRIMSON KING,,,,,,,,,
,074412S,BUD LO&BEHLD R BLU CHP PP19991,,,,,,,,,
,074412S,BUD LO&BEHLD R BLU CHP PP19991,,,,,,,,,
,401292S,BUD LO&BEHLD R PINK MICRO CHIP,,,,,,,,,
,401292S,BUD LO&BEHLD R PINK MICRO CHIP,,,,,,,,,
,013905,BUXUS S GREEN TOWER R PP15243,,,,,,,,,
,013905SP,BUXUS S GREEN TOWER R PP15243,,,,,,,,,
,401477PT,CAMP INDIAN SUMMER R PP13139,,,,,,,,,
,022891,CARY X DARK KNIGHT,,,,,,,,,
,023557,CERCIS CANADENSIS,,,,,,,,,
,023021,CHRYS (LEUCANTH) X SUP BECKY,,,,,,,,,
,088891,CORE BIGBANG TM MRCRY RSNG PAF,,,,,,,,,
,401921S,COREOPSIS STAR CLUSTER,,,,,,,,,
,058261,COREOPSIS VER ROUTE 66 PP20609,,,,,,,,,
,058261,COREOPSIS VER ROUTE 66 PP20609,,,,,,,,,
,027971,COREOPSIS VERT ZAGREB,,,,,,,,,
,017361,COREOPSIS X TQUILA SNRIS P9875,,,,,,,,,
,030405,CORNUS FL CHEROKEE CHIEF,,,,,,,,,
,034201,DELOSPERMA COOPERI,,,,,,,,,
,078741,DELOSPERMA FIRE SPINNER R,,,,,,,,,
,031331,DIANTHUS FROSTY FIRE,,,,,,,,,
,402351,ECHIN DBL SCP TM RSPBRY P23117,,,,,,,,,
,047511,ECHINACEA PNK DBL DLITE P18803,,,,,,,,,
,019241,FERN-ATHYRIUM F LADY IN RED,,,,,,,,,
,018761,FERN-ATHYRIUM GHOST,,,,,,,,,
,004051,GAILLARDIA MESA BRIGHT BICOLOR,,,,,,,,,
,060821,GAILLARDIA X GRAN MESA YELLOW,,,,,,,,,
,023081,GERANIUM ROZANNE PP12175,,,,,,,,,
,067791,GR-BOUT BLOND AMBITION PP22048,,,,,,,,,
,044551,GR-CAL ACUT AVALANCHE,,,,,,,,,
,014011,GR-CAL ACUT KARL FOERSTER,,,,,,,,,
,035831,GR-CAREX MOR ICE DANCE,,,,,,,,,
,035831,GR-CAREX MOR ICE DANCE,,,,,,,,,
,065801S,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
,061741,GR-MIS SIN CABARET,,,,,,,,,
,061571,GR-MIS SIN VARIEGATUS,,,,,,,,,
,064261,GR-PENN ALO HAMELN,,,,,,,,,
,063591,GR-PENN ALO LITTLE BUNNY,,,,,,,,,
,087131,HEUCHERA CARNIVAL WATRMELN PAF,,,,,,,,,
,040451,HEUCHERA PALACE PURPLE,,,,,,,,,
,040721,HEUCHERA PLUM PUDDING,,,,,,,,,
,092755,HYD BLUE ENCHANTRESS R PP25209,,,,,,,,,
,092755,HYD BLUE ENCHANTRESS R PP25209,,,,,,,,,
,017313,HYD M ENDLESS SUMMER R PP15298,,,,,,,,,
,017313S,HYD M ENDLESS SUMMER R PP15298,,,,,,,,,
,074592S,HYD MAC LD R MOONLIGHT PP20020,,,,,,,,,
,084803,HYD PAN BOMBSHELL PP21008,,,,,,,,,
,048163,HYD QUER RUBY SLIPPERS,,,,,,,,,
,043055,ILEX AQ GOLD COAST R,,,,,,,,,
,008865,LAG DYNAMITE R P10296,,,,,,,,,
,008865PT,LAG DYNAMITE R P10296,,,,,,,,,
,009761,LIRIOPE MUSCARI MONROE'S WHITE,,,,,,,,,
,060439,MAG G BRACKENS BROWN BEAUTY,,,,,,,,,
,018327,MALUS SARGENTII TINA,,,,,,,,,
,061147,MALUS X PRAIRIFIRE,,,,,,,,,
,063951,PENSTEMON DIGITALIS HUSKER RED,,,,,,,,,
,044823,POTENTILLA MANGO TANGO PP12258,,,,,,,,,
,066939,PRUNUS X SNOW FOUNTAIN TM,,,,,,,,,
,020792S,RHAMNUS FRA FINELINE R PP14791,,,,,,,,,
,004085,SAMBUCUS N BLACK TOWER TM PPAF,,,,,,,,,
,070941,SEDUM BRONZE CARPET,,,,,,,,,
,044871,SEDUM RUP ANGELINA PPAF,,,,,,,,,
,069871,SEDUM TETRACTINUM CORAL REEF,,,,,,,,,
,022173,THUJA OC MR BOWLING BALL R,,,,,,,,,
,022175,THUJA OC MR BOWLING BALL R,,,,,,,,,
