Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
GA,003565,AUCUBA MR GOLDSTRIKE,EVS,,,,,,,,
GA,003605,AUCUBA PICTURATA,EVS,,,,,,,,
OR,02365M,CHAM NOOT PENDULA,CON,,,,,,,,
CT,026002PT,CITRUS IMPROVED MEYER LEMON,CIT,,,,,,,,
CA,034805,EUO J AUREO MARGINATUS,EVS,,,,,,,,
CA,034905,EUO J AUREOVARIEGATUS,EVS,,,,,,,,
CA,035005,EUO J GRANDIFOLIUS,EVS,,,,,,,,
CA,035051,EUO J GREEN SPIRE,EVS,,,,,,,,
CA,035052,EUO J GREEN SPIRE,EVS,,,,,,,,
CA,035122,EUO J MICRO SUNNY DELIGHT R,EVS,,,,,,,,
CA,035152,EUO J MICRO VARIEGATUS,EVS,,,,,,,,
CA,035201,EUO J SILVER KING,EVS,,,,,,,,
CA,035205,EUO J SILVER KING,EVS,,,,,,,,
CA,025201,HIB R ERIN RACHEL,EVS,,,,,,,,
CA,025205,HIB R ERIN RACHEL,EVS,,,,,,,,
CA,017375,HIB R FLAMENCO FLAME TM,EVS,,,,,,,,
CA,041301,HIB R HULA GIRL,EVS,,,,,,,,
OR,056452,HYD ASPERA PLUM PASSION R,DCS,,,,,,,,
OR,021092,ILEX X SCALLYWAG TM PP21941,EVS,,,,,,,,
GA,04687M,JUN C BLUE POINT,CON,,,,,,,,
CA,046875,JUN C BLUE POINT,CON,,,,,,,,
CA,048005OP,JUN C MINT JULEP R,CON,,,,,,,,
CA,048132SP,JUN C SEA OF GOLD R PP17622,CON,,,,,,,,
CA,048705OP,JUN C TORULOSA,CON,,,,,,,,
CA,048709OP,JUN C TORULOSA,CON,,,,,,,,
CA,054705,LAG CATAWBA,DCS,,,,,,,,
CA,054765,LAG CENTENNIAL SPIRIT,DCS,,,,,,,,
GA,008867,LAG DYNAMITE R P10296,DCS,,,,,,,,
GA,009029BH,LAG RED ROCKET R PP11342,DCS,,,,,,,,
CA,056209,LAG SEMINOLE,DCS,,,,,,,,
OR,060951,MAHONIA REPENS,EVS,,,,,,,,
CA,062232,NAND DOM FIREPOWER,EVS,,,,,,,,
GA,062232,NAND DOM FIREPOWER,EVS,,,,,,,,
OR,064715,PICEA PUN HOOPSII,CON,,,,,,,,
OR,01939M,PICEA PUN THE BLUES,CON,,,,,,,,
OR,019395,PICEA PUN THE BLUES,CON,,,,,,,,
OR,049492,PIERIS J TIKI,EVS,,,,,,,,
OR,065453,PINUS MUGO PUMILIO,CON,,,,,,,,
OR,06552MOP,PINUS SYL FRENCH BLUE,CON,,,,,,,,
CA,066371,PLUMBAGO ROYAL CAPE R,EVS,,,,,,,,
CA,036292,ROSA FLWR CAR R AMBER PPAF,ROS,,,,,,,,
