Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
,000753,ACER PAL BLOODGOOD,,,,,,,,,
,000845,ACER PAL EMPEROR I R,,,,,,,,,
,029093ST,ACER PAL TAMUKEYAMA,,,,,,,,,
,001135,ACER PLAT CRIMSON KING,,,,,,,,,
,030335,ACER SHIR AUTUMN MOON,,,,,,,,,
,078762S,AZ BLM-A-THON TM DB PK PP21477,,,,,,,,,
,078772S,AZ BLM-A-THON TM RED PP21562,,,,,,,,,
,008302,AZALEA EX KLONDYKE,,,,,,,,,
,047652,AZALEA FRAGRANT STAR,,,,,,,,,
,001813,AZALEA GA KAREN,,,,,,,,,
,401033,AZALEA KIMBERLYS DBL PINK,,,,,,,,,
,035232,BER T GOLDEN RUBY R PP16203,,,,,,,,,
,401112,BER T GOLDEN TREASURE,,,,,,,,,
,01429M,BETULA HERITAGE TM (CLMP),,,,,,,,,
,024715,BETULA N SUMR CASCADE PP15150,,,,,,,,,
,074412S,BUD LO&BEHLD R BLU CHP PP19991,,,,,,,,,
,080792S,BUD LO&BEHLD R LILAC CHIP PPAF,,,,,,,,,
,077412S,BUD LO&BEHLD R PRPL HAZE PPAF,,,,,,,,,
,013783,BUDDLEJA DAV BLACK KNIGHT,,,,,,,,,
,013793,BUDDLEJA DAV PINK DELIGHT,,,,,,,,,
,013563,BUDDLEJA DAV ROYAL RED,,,,,,,,,
,077392S,BUDDLEJA MISS MOLLY PPAF,,,,,,,,,
,077395,BUDDLEJA MISS MOLLY PPAF,,,,,,,,,
,074402S,BUDDLEJA X MISS RUBY PPAF,,,,,,,,,
,013825CN,BUXUS GREEN MOUNTAIN,,,,,,,,,
,013952,BUXUS J GREEN BEAUTY,,,,,,,,,
,013981,BUXUS SEMP SUFFRUTICOSA,,,,,,,,,
,013882,BUXUS SEMP VARIEGATA,,,,,,,,,
,401353,CALLICARPA J SNOW STORM,,,,,,,,,
,401435,CAMP SUMMER JAZZ FIRE P23917,,,,,,,,,
,401425,CAMP X SUMMER JAZZ TM GOLD,,,,,,,,,
,029212,CANNA TROP BLACK TM PP21350,,,,,,,,,
,017412,CANNA TROPICANNA GLD TM P13809,,,,,,,,,
,022482,CANNA TROPICANNA TM PP10569,,,,,,,,,
,017857,CERCIS LAVENDER TWIST R P10328,,,,,,,,,
,074773S,CHAEN DBLTKE TM SCR STRM PPAF,,,,,,,,,
,023655,CHAM NOOT PENDULA,,,,,,,,,
,023902,CHAM OBT FILICOIDES,,,,,,,,,
,082452,CHAM PIS GOLDEN MOP,,,,,,,,,
,401813,CHAM PIS PAUL'S GOLD,,,,,,,,,
,074783S,CHAM PIS SOFT SERVE R PPAF,,,,,,,,,
,014412,CHAM PIS VINTAGE GOLD,,,,,,,,,
,024175,COLOCASIA ANT ILLUSTRIS,,,,,,,,,
,024205,COLOCASIA ESC BLACK MAGIC,,,,,,,,,
,031732,CORD FESTIVAL TM BRGNDY P14224,,,,,,,,,
,017421,CORDYLINE RED STAR,,,,,,,,,
,027862,CORNUS ALBA IVORYHALO TM,,,,,,,,,
,045281,CORNUS ALBA PRAIRIE FIRE AUREA,,,,,,,,,
,030397,CORNUS X VENUS R PP16309,,,,,,,,,
,028553,COT APICULATUS TOM THUMB,,,,,,,,,
,029893S,DEUTZIA CHRDNY PERLS R PP16098,,,,,,,,,
,033602,EUO ALATUS COMPACTUS,,,,,,,,,
,034451,EUO F IVORY JADE,,,,,,,,,
,034501,EUO F MOONSHADOW,,,,,,,,,
,034502,EUO F MOONSHADOW,,,,,,,,,
,035795,FAGUS SYL RIVERSII,,,,,,,,,
,035785,FAGUS SYL TRICOLOR,,,,,,,,,
,036451,FERN-MATTEUCCIA STRUTHIOPTERIS,,,,,,,,,
,077431S,FORS X SHOW OFF TM STARLT PAF,,,,,,,,,
,083813,FORSYTHIA GOLD TIDE TM PP9104,,,,,,,,,
,402593,FORSYTHIA X MEADOWLARK,,,,,,,,,
,074823S,FORSYTHIA X SHOW OFF TM P19321,,,,,,,,,
,097912S,GARDENIA PINWHEEL R PP22510,,,,,,,,,
,402923,GENISTA LYDIA BANGLE TM,,,,,,,,,
,067792,GR-BOUT BLOND AMBITION PP22048,,,,,,,,,
,014013,GR-CAL ACUT KARL FOERSTER,,,,,,,,,
,028053,GR-ERIANTHUS RAVENNAE,,,,,,,,,
,035911,GR-HAKONECHLOA MACRA ALL GOLD,,,,,,,,,
,038681,GR-HAKONECHLOA MACRA AUREOLA,,,,,,,,,
,061812,GR-MIS SIN ADAGIO,,,,,,,,,
,061563,GR-MIS SIN GRACILLIMUS,,,,,,,,,
,044593,GR-MIS SIN LITTLE ZEBRA P13008,,,,,,,,,
,061663,GR-MIS SIN MORNING LIGHT,,,,,,,,,
,061553,GR-MIS SIN STRICTUS,,,,,,,,,
,061573,GR-MIS SIN VARIEGATUS,,,,,,,,,
,088952,GR-PENN ALO BRGNDY BNNY P21917,,,,,,,,,
,064263,GR-PENN ALO HAMELN,,,,,,,,,
,089051,HELLE WINDCLIFF DBL PINK SDLNG,,,,,,,,,
,068061S,HELLE WJEWELS R PAINTED DBLS,,,,,,,,,
,039831,HEM GOLDEN ZEBRA R PP14221,,,,,,,,,
,025205,HIB R ERIN RACHEL,,,,,,,,,
,041713,HYD ARB ANNABELLE,,,,,,,,,
,092752,HYD BLUE ENCHANTRESS R PP25209,,,,,,,,,
,017313,HYD M ENDLESS SUMMER R PP15298,,,,,,,,,
,086315,HYD MAC LD R RHYTHMIC BLUE PAF,,,,,,,,,
,080952S,HYD PAN BOBO R PP22782,,,,,,,,,
,080955,HYD PAN BOBO R PP22782,,,,,,,,,
,084803,HYD PAN BOMBSHELL PP21008,,,,,,,,,
,080203,HYD PAN FIRE AND ICE PPAF,,,,,,,,,
,024373S,HYD PAN LIMELIGHT PP12874,,,,,,,,,
,024375,HYD PAN LIMELIGHT PP12874,,,,,,,,,
,024377PT,HYD PAN LIMELIGHT PP12874,,,,,,,,,
,029923S,HYD PAN LITTLE LIME PPAF,,,,,,,,,
,403997PT,HYD PAN PHANTOM,,,,,,,,,
,074613S,HYD PAN PINKY WINKY TM PP16166,,,,,,,,,
,074617PT,HYD PAN PINKY WINKY TM PP16166,,,,,,,,,
,074607PT,HYD PAN QUICK FIRE R PP16812,,,,,,,,,
,404043,HYD PAN VNLA STRWBRY TM P20670,,,,,,,,,
,041935,HYD QUER ALICE,,,,,,,,,
,048163,HYD QUER RUBY SLIPPERS,,,,,,,,,
