Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
,40037MST,ACER PAL INABA SHIDARE,,,,,,,,,
,001025,ACER PAL SANGOKAKU,,,,,,,,,
,078772S,AZ BLM-A-THON TM RED PP21562,,,,,,,,,
,007772,AZALEA EX GOLDEN FLARE,,,,,,,,,
,035232,BER T GOLDEN RUBY R PP16203,,,,,,,,,
,013825CN,BUXUS GREEN MOUNTAIN,,,,,,,,,
,013825PY,BUXUS GREEN MOUNTAIN,,,,,,,,,
,023495,CERCIDIPHYLLUM PENDULUM,,,,,,,,,
,017855,CERCIS LAVENDER TWIST R P10328,,,,,,,,,
,024032,CHAM PIS FIL GOLDEN CHARM,,,,,,,,,
,018401,CORE CRUZIN' TM BROAD STRT PAF,,,,,,,,,
,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
,023081,GERANIUM ROZANNE PP12175,,,,,,,,,
,023081,GERANIUM ROZANNE PP12175,,,,,,,,,
,033975,GINKGO BIL JADE BUTTERFLIES,,,,,,,,,
,036671,GR-FESTUCA GLAUCA ELIJAH BLUE,,,,,,,,,
,023101,HEUCHERA FROSTED VIOLET P15085,,,,,,,,,
,037541,HEUCHERA OBSIDIAN PP14836,,,,,,,,,
,046641,HEUCHERA VIL CARAMEL PP16560,,,,,,,,,
,074493S,HIB SYR LIL' KIM TM PP19547,,,,,,,,,
,031871,HOSTA ABIQUA DRINKING GOURD,,,,,,,,,
,403531,HOSTA BLUE MOUSE EARS,,,,,,,,,
,403611,HOSTA EARTH ANGEL,,,,,,,,,
,042981,HOSTA FIRST FROST,,,,,,,,,
,041861,HOSTA FLUCTUANS VARIEG (SAGAE),,,,,,,,,
,403491,HOSTA FRAGRANT BOUQUET,,,,,,,,,
,017521,HOSTA GUACAMOLE,,,,,,,,,
,017531,HOSTA JUNE,,,,,,,,,
,403561,HOSTA PARADIGM,,,,,,,,,
,041881,HOSTA PATRIOT,,,,,,,,,
,062011,HOSTA PAUL'S GLORY,,,,,,,,,
,403621,HOSTA PRAYING HANDS,,,,,,,,,
,093111,HOSTA RAINFOREST SUNRISE,,,,,,,,,
,007011,HOSTA REGAL SPLENDOR,,,,,,,,,
,403641,HOSTA SO SWEET,,,,,,,,,
,044671,HOSTA STAINED GLASS PPAF,,,,,,,,,
,029791,HOSTA STRIPTEASE,,,,,,,,,
,083971,HOSTA SUM & SUBSTANCE,,,,,,,,,
,093131,HOSTA VICTORY,,,,,,,,,
,082011,HOSTA X LIBERTY,,,,,,,,,
,080962S,HYD SER TUFF STUFF TM PPAF,,,,,,,,,
,05365M,JUN V BLUE ARROW,,,,,,,,,
,059111,LONICERA X MANDARIN PP11083,,,,,,,,,
,059585TR,MAG X BLACK TULIP PPAF,,,,,,,,,
,060155,MAG X SOUL ALEXANDRINA,,,,,,,,,
,402725,MALUS URBN BLUSH DELITE P21511,,,,,,,,,
,058957ES,MALUS X FUJI APPLE,,,,,,,,,
,05898MT,MALUS X HONEYCRISP TM APPLE,,,,,,,,,
,402755,MALUS X URBAN TASTY RED,,,,,,,,,
,063662,PAEONIA X FELIX CROUSSE (RED),,,,,,,,,
,068262,PHYSOCARPUS OPU DART'S GOLD,,,,,,,,,
,06733MT,PRUNUS X BING CHERRY,,,,,,,,,
,066937SE,PRUNUS X SNOW FOUNTAIN TM,,,,,,,,,
,091115,RIBES SANG KING EDWARD VII,,,,,,,,,
,098563SPT,ROSA DRIFT R PEACH PP18542,,,,,,,,,
,080732S,ROSA OSO EASY R STBY CR P20601,,,,,,,,,
,075031S,SPIRAEA DBLPLAY R BIGBANG PPAF,,,,,,,,,
