Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,END CAP AVAIL,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#,,,
CA,    ,013561,#1,BUDDLEJA DAV ROYAL RED,Royal Red Butterfly Bush                                    ,DCS,05,     ,,,-,"8""H - 8""S", 682 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949135617,,,
CA,2012,077392S,SuperTwo,BUDDLEJA MISS MOLLY PPAF,Miss Molly Summer Lilac                                     ,DCS,05,     ,,,-,"8""H - 10""S", 115 ,     ,          , 15.50 , 12.40 , 1.65 , 14.05 ,     ,,014949355749,,,
CA,2011,074401S,SuperOne TM,BUDDLEJA X MISS RUBY PPAF,Miss Ruby Summer Lilac                                      ,DCS,05,     ,,,-,"6""H - 6""S *", 43 ,     ,          , 9.00 , 7.20 , 0.82 , 8.02 ,     ,,014949350171,,,
OR,    ,003015,#5,BUXUS CHICAGOLAND GREEN R,Chicagoland Green™  Boxwood,EVS,04,     ,,,-,"12""H - 14""S", 53 ,     ,          , 23.75 , 19.00 , 2.30 , 21.30 ,     ,,014949012079,,,
CA,2011,090781,#1,BUXUS GOLDEN TRIUMPH,Golden Triumph Boxwood                                      ,EVS,05,     ,,,,,     , 10 ,04/01/14  , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949275849,,,
OR,    ,013821S,SuperOne TM,BUXUS GREEN MOUNTAIN,Green Mountain Boxwood                                      ,EVS,04,     ,,,-,14''H - 6''S, 50 ,     ,          , 7.00 , 5.60 , 0.77 , 6.37 ,     ,,014949047675,,,
OR,    ,013891,#1,BUXUS GREEN VELVET,Green Velvet Boxwood                                        ,EVS,04,     ,,,-,"8""H - 8""S", 10 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949138915,,,
CA,    ,013955,#5,BUXUS J GREEN BEAUTY,Green Beauty Boxwood                                        ,EVS,05, 100 ,#REF!,100,-,"15""H - 12""S",     ,     ,          , 21.00 , 16.80 , 2.47 , 19.27 ,     ,,014949139554,,,
OR,2014,094071,#1,BUXUS MIC MORRIS MIDGET,Morris Midget Boxwood                                       ,EVS,05,     ,,,,"3""H - 5""S",     , 76 ,05/01/14  , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949280218,,,
OR,    ,013835,#5,BUXUS MIC WINTER GEM,Winter Gem Boxwood                                          ,EVS,05, 704 ,#REF!,482,,"14""H - 16""S",     ,     ,          , 21.00 , 16.80 , 2.30 , 19.10 ,     ,,014949138359,,,
OR,    ,013905,#5,BUXUS S GREEN TOWER R PP15243,Green Tower®  Boxwood,EVS,05, 42 ,#REF!,42,-,"28""H - 10""S",     ,     ,          , 22.25 , 17.80 , 2.30 , 20.10 ,     ,,014949139059,,,
OR,    ,013981,#1,BUXUS SEMP SUFFRUTICOSA,Dwarf English Boxwood                                       ,EVS,05,     ,,,-,8''H - 6''S, 36 ,,, 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949139813,,,
OR,2010,035971,#1,BUXUS WEE WILLIE R PP17007,Wee Willie®  Boxwood,EVS,05, 150 ,,150,-,"6""H - 6""S", 9 , 542 ,06/01/14  , 8.00 , 6.40 , 0.46 , 6.86 ,     ,,014949208717,,,
OR,2012,077561,#1,CALAMINTHA NEP MONTROSE WHITE,Montrose White Dwarf Calamint                               ,PRN,05,     ,,,CUT BACK,., 40 ,,, 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949356166,,,
OR,    ,013995,#5,CALLICARPA BOD PROFUSION,Profusion Beautyberry                                       ,DCS,05,     ,,,BREAKING DORMANCY,21''H - 15''S, 114 ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949139950,,,
OR,    ,003175,#5,CALLICARPA DICH EARLY AMETHYST,Early Amethyst Beautyberry                                  ,DCS,05,     ,,,DORMANT,"18""H - 18""S", 6 ,     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949001134,,,
OR,2011,092922,#2,CALLICARPA DICH SUMMER SNOW R,Summer Snow®  Beauty Berry,DCS,06,     ,,,BREAKING DORMANCY,14''H - 14''S, 6 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949305935,,,
OR,    ,02235UT,LittleOne,CAMPANULA CAR DEEP BLUE CLIPS,Deep Blue Clips Bellflower                                  ,PRN,04,     ,,,EMERGING,., 529 ,     ,          , 2.95 , 2.36 , 0.35 , 2.71 ,     ,,014949010495,,,
OR,    ,022361,#1,CAMPANULA PORTENSCHLAGIANA,Dalmatian Bellflower                                        ,PRN,04,     ,,,-,CAN FULL, 40 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949223611,,,
OR,    ,038611,#1,CAMPANULA SAMANTHA,Samantha Bellflower                                         ,PRN,05,     ,,,-,CAN FULL," 1,234 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949230398,,,
CA,    ,022711,#1 STAKED,CAMPSIS BALBOA SUNSET R,Balboa Sunset®  Trumpet Creeper,VIN,04, 10 ,,10,BREAKING DORMANCY,24''H," 13,852 ",     ,          , 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949227121,,,
CA,    ,022381,#1 STAKED,CAMPSIS FLAVA,Yellow Trumpet Creeper                                      ,VIN,04, 10 ,,10,DORMANT,24''H," 3,885 ",,, 7.25 , 5.80 , 0.49 , 6.29 ,     ,,014949223819,,,
CA,    ,022551,#1 STAKED,CAMPSIS MADAME GALEN,Trumpet Creeper                                             ,VIN,04,     ,,,BREAKING DORMANCY,24''H," 4,886 ",     ,          , 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949225516,,,
CA,    ,022372,#2,CANNA BLACK KNIGHT,Black Knight Canna                                          ,PRN,07,     ,,,-,"12""H",     , 471 ,05/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949055595,,,
CA,    ,022452,#2,CANNA FIREBIRD,Firebird Canna                                              ,PRN,07,     ,,,-,"15""H",     , 475 ,05/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949055618,,,
CA,    ,022462,#2,CANNA PRESIDENT,President Canna                                             ,PRN,07,     ,,,-,"22""H",     , 358 ,05/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949055632,,,
CA,    ,022422,#2,CANNA RICHARD WALLACE,Richard Wallace Canna                                       ,PRN,07,     ,,,-,"12""H",     , 451 ,05/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949055649,,,
CA,    ,029212,#2,CANNA TROP BLACK TM PP21350,Tropicanna®  Black Canna,PRN,07,     ,,,-,3-5 EYES,     , 45 ,05/15/14  , 18.50 , 14.80 , 1.24 , 16.04 ,     ,,014949065921,,,
CA,    ,017411,#1,CANNA TROPICANNA GLD TM P13809,Tropicanna®  Gold Canna,PRN,07,     ,,,-,"12""H",     ," 1,336 ",04/01/14  , 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949005132,,,
CA,    ,022481,#1,CANNA TROPICANNA TM PP10569,Tropicanna®  Canna,PRN,07,     ,#REF!,,-,9''H,     ," 2,180 ",04/01/14  , 9.00 , 7.20 , 0.49 , 7.69 ,     ,,014949055656,,,
CA,    ,022472,#2,CANNA WYOMING,Wyoming Canna                                               ,PRN,07,     ,,,-,"10""H",     , 338 ,05/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949031292,,,
OR,    ,022775,#5,CARPINUS BET FASTIGIATA,Pyramidal European Hornbeam                                 ,TRE,04,     ,,,BREAKING DORMANCY,"84""H",     , 105 ,05/15/14  , 38.00 , 30.40 , 2.30 , 32.70 ,     ,,014949227756,,,
OR,2010,092891,#1,CARY CLA KORBALL BLU BALLOON R,Blue Balloon®  Bluebeard,DCS,05,     ,#REF!,,BREAKING DORMANCY,14''H - 8''S, 115 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949324134,,,
CA,    ,029872S,SuperTwo,CARY INC SUNSHINE BLUE R PPAF,Sunshine Blue®  Bluebeard,DCS,05,     ,,,BREAKING DORMANCY,"8""H - 11""S", 45 ,     ,          , 15.00 , 12.00 , 1.65 , 13.65 ,     ,,014949337417,,,
CA,    ,022891,#1,CARY X DARK KNIGHT,Dark Knight Bluebeard                                       ,DCS,05,     ,#REF!,,-,"15""H - 10""S *",     , 68 ,05/01/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949228913,,,
OR,2011,074431S,SuperOne TM,CEANOTHUS X MARIE BLEU TM PPAF,Marie Bleu™  New Jersey Tea,DCS,06,     ,,,-,"14""H - 10""S", 359 ,     ,          , 9.00 , 7.20 , 0.77 , 7.97 ,     ,,014949335765,,,
OR,2010,038785,#5,CEDRUS ATLANTICA FASTIGIATA,Columnar Blue Atlas Cedar                                   ,CON,06,     ,,,-,"52""H", 2 ,     ,          , 39.00 , 31.20 , 2.30 , 33.50 ,     ,,014949233085,,,
OR,    ,023315ST,#5 STAKED,CEDRUS ATLANTICA GLAUCA PNDULA,Weeping Blue Atlas Cedar                                    ,CON,06,     ,,,-,"45""S", 11 ,     ,          , 48.00 , 38.40 , 2.30 , 40.70 ,     ,,014949069394,,,
OR,    ,023495,#5,CERCIDIPHYLLUM PENDULUM,Weeping Katsura Tree                                        ,TRE,04,     ,,,BREAKING DORMANCY,"60""H", 199 ,     ,          , 50.00 , 40.00 , 2.30 , 42.30 ,     ,,014949234952,,,
CA,    ,038415,#5,CERCIS C HEARTS OF GOLD P17740,Hearts Of Gold Redbud                                       ,TRE,05,     ,,,BREAKING DORMANCY,"50""H", 4 ,     ,          , 38.00 , 30.40 , 2.47 , 32.87 ,     ,,014949219454,,,
CA,2011,074441S,SuperOne TM,CHAEN DBLTKE TM OR STRM P20950,Double Take™  Orange Storm Flowering Quince,DCS,05,     ,,,FULL BLOOM,"8""H - 8""S", 89 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949360163,,,
CA,2011,074451S,SuperOne TM,CHAEN DBLTKE TM PK STRM P20920,Double Take™  Pink Storm Flowering Quince,DCS,05,     ,,,BUDS & BLOOMS,"8""H - 8""S", 140 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949360170,,,
CA,2011,074772S,SuperTwo,CHAEN DBLTKE TM SCR STRM PPAF,Double Take™  Scarlet Storm Flowering Quince,DCS,05,     ,,,FULL BLOOM,"8""H - 10""S", 86 ,     ,          , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949337233,,,
CA,    ,030821,#1,CHAENOMELES CAMEO,Cameo Japanese Flowering Quince                             ,DCS,05,     ,,,BUDS & BLOOMS,"8""H - 8""S", 10 ,     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949308219,,,
CA,    ,031001,#1,CHAENOMELES SUPER RED R,Super Red®  Flowering Quince,DCS,05,     ,,,-,"8""H - 10""S"," 1,328 ",     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949310014,,,
CA,    ,031051,#1,CHAENOMELES TEXAS SCARLET,Texas Scarlet Flowering Quince                              ,DCS,05,     ,,,-,"8""H - 10""S", 351 ,     ,          , 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949310519,,,
CA,    ,020742,#2,CHAENOMELES TOYO-NISHIKI,Toyo-Nishiki Flowering Quince                               ,DCS,05,     ,,,BUDS & BLOOMS,"10""H - 12""S", 181 ,     ,          , 13.75 , 11.00 , 1.24 , 12.24 ,     ,,014949055755,,,
OR,    ,023655,#5,CHAM NOOT PENDULA,Weeping Nootka Cypress                                      ,CON,05,     ,,,-,"56""H-20""S", 10 ,     ,          , 40.00 , 32.00 , 2.30 , 34.30 ,     ,,014949236550,,,
OR,    ,023795PT,#5 PATIO TREE,CHAM OBT KOSTERI,Koster's False Cypress                                      ,CON,04,     ,,,-,"18""S", 189 ,     ,          , 65.00 , 52.00 , 3.45 , 55.45 ,     ,,014949238059,,,
OR,    ,023911,#1,CHAM OBT TEMPELHOF,Tempelhof Cypress                                           ,CON,04,     ,,,-,"10""S", 39 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949239117,,,
OR,    ,023931,#1,CHAM OBT TORULOSA,Twisted Hinoki Cypress                                      ,CON,04,     ,,,-,"10""S", 107 ,,, 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949239315,,,
OR,    ,082405,#5,CHAM PIS BABY BLUE,Baby Blue Sawara Cypress                                    ,CON,04,     ,,,-,"15""H- 14""S", 55 ,     ,          , 20.75 , 16.60 , 2.30 , 18.90 ,     ,,014949824054,,,
OR,    ,023822,#2,CHAM PIS SQUARROSA MINIMA,Miniature Moss False Cypress                                ,CON,04,     ,,,WINTER COLOR,"12""S", 19 ,     ,          , 17.25 , 13.80 , 1.15 , 14.95 ,     ,,014949238226,,,
OR,    ,023841,#1,CHAM PIS SUNGOLD,Sungold Thread-Branch Cypress                               ,CON,04,     ,,,WINTER COLOR,"10""S", 107 , 359 ,05/15/14  , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949238417,,,
CA,    ,022985,#5,CHITALPA TASH PINK DAWN,Pink Dawn Chitalpa                                          ,TRE,06,     ,,,BREAKING DORMANCY,"60""H", 25 ,     ,          , 28.00 , 22.40 , 2.47 , 24.87 ,     ,,014949229859,,,
OR,    ,021711S,SuperOne TM,CHRYS MAMMOTH TM RED PP14197,Mammoth™  Red Daisy Garden Mum,PRN,03,     ,,,-,CAN FULL, 10 ,     ,          , 6.00 , 4.80 , 0.77 , 5.57 ,     ,,014949276679,,,
OR,    ,090681,#1 STAKED,CLEM ALP CONSTANCE,Constance Alpine Clematis                                   ,VIN,03,     ,,,BUDS,FULL STK, 70 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949906811,,,
OR,    ,090661,#1 STAKED,CLEM ALP PAMELA JACKMAN,Pamela Jackman Alpine Clematis                              ,VIN,03,     ,,,BUDS,FULL STK,     , 196 ,04/15/14  , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949906613,,,
OR,2010,038571,#1 STAKED,CLEM ALP STOLWIJK GOLD PP18648,Stolwijk Gold Alpine Clematis                               ,VIN,03,     ,,,-,FULL STK,     , 27 ,05/01/14  , 10.00 , 8.00 , 0.46 , 8.46 ,     ,,014949222409,,,
OR,    ,027251,#1,CLEM INTEGRIFOLIA CAERULEA,Bushy Blue Bell Clematis                                    ,PRN,03,     ,,,EMERGING,.," 1,193 ",     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949272510,,,
OR,    ,027285,#5,CLEM LAN CANDIDA,White Flowering Clematis                                    ,VIN,04,     ,,,,"48""H",     , 179 ,05/01/14  , 28.00 , 22.40 , 2.30 , 24.70 ,     ,,014949272855,,,
OR,2014,046252,#2 STAKED,CLEM LOUISE ROWE,Louise Rowe Clematis                                        ,VIN,04,     ,,,,,     , 52 ,05/01/14  , 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949368350,,,
OR,    ,027431,#1 STAKED,CLEM MONTANA FREDA,Freda Anemone Clematis                                      ,VIN,06,     ,,,BREAKING DORMANCY,FULL STK, 27 ,     ,          , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949274316,,,
OR,    ,027472,#2 STAKED,CLEM PANICULATA,Sweet Autumn Clematis                                       ,VIN,04,     ,#REF!,,-,FULL STK, 10 ,,, 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949274729,,,
OR,    ,021792,#2 STAKED,CLEM PIILU TM PPAF,Piilu™  Clematis,VIN,03,     ,,,BREAKING DORMANCY,FULL STK, 335 , 514 ,05/01/14  , 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949041581,,,
OR,    ,021865,#5 STAKED,CLEM SAPPHIRE INDIGO TMPP17012,Sapphire Indigo™  Clematis,VIN,04, 5 ,#REF!,5,BREAKING DORMANCY,1/2 STK, 826 ,,, 28.00 , 22.40 , 2.30 , 24.70 ,     ,,014949266069,,,
OR,2012,055215,#5 STAKED,CLEM SIEBOLDII,Florida Seiboldii Clematis                                  ,VIN,06,     ,,,,"48""H",     , 10 ,05/01/14  , 28.00 , 22.40 , 2.30 , 24.70 ,     ,,014949280348,,,
OR,    ,038002,#2 STAKED,CLEM TEX PRINCESS DIANA,Princess Diana Clematis                                     ,VIN,05,     ,,,-,"3/4""STK",     , 136 ,05/01/14  , 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949263556,,,
OR,2010,051481,#1 STAKED,CLEM VANCOUVER TM DANIELLE,Vancouver™  Danielle Clematis,VIN,04,     ,,,BREAKING DORMANCY,1/4 STK, 15 ,     ,          , 9.50 , 7.60 , 0.46 , 8.06 ,     ,,014949340110,,,
OR,2010,046272,#2 STAKED,CLEM VANCOUVER TM FRGRNT STAR,Vancouver™  Fragrant Star Clematis,VIN,04,     ,,,,"27""H 4 STEMS",     , 148 ,05/01/14  , 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949271582,,,
OR,2010,048741,#1 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Vancouver™  Starry Nights Clematis,VIN,04,     ,,,BREAKING DORMANCY,FULL STK,     , 361 ,05/01/14  , 9.50 , 7.60 , 0.46 , 8.06 ,     ,,014949339930,,,
OR,2010,038081,#1 STAKED,CLEM VIT BETTY CORNING,Betty Corning Clematis                                      ,VIN,03,     ,,,BREAKING DORMANCY,FULL STK,     , 195 ,05/01/14  , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949346815,,,
OR,    ,027211,#1 STAKED,CLEM VIT ETOILE VIOLETTE,Etoile Violette Clematis                                    ,VIN,04,     ,,,BREAKING DORMANCY,FULL STK, 29 , 20 ,05/01/14  , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949272114,,,
CA,    ,027301,#1 STAKED,CLEM VIT MADAME JULIA CORREVON,Madame Julia Correvon Clematis                              ,VIN,04,     ,,,-,21''H, 66 ,     ,          , 8.50 , 6.80 , 0.49 , 7.29 ,     ,,014949273012,,,
OR,    ,021782,#2 STAKED,CLEM X ARABELLA,Arabella Clematis                                           ,VIN,04,     ,,,BREAKING DORMANCY,1/2 STK, 320 ,,, 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949041543,,,
OR,    ,015901,#1 STAKED,CLEM X BLUE LIGHT R PP15953,Blue Light®  Clematis,VIN,04,     ,,,BREAKING DORMANCY,FULL STK,     , 567 ,04/15/14  , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949159019,,,
OR,    ,027221,#1 STAKED,CLEM X COMTESSE DE BOUCHAUD,Comtesse De Bouchaud Clematis                               ,VIN,04,     ,,,BREAKING DORMANCY,FULL STK, 441 , 549 ,04/15/14  , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949272213,,,
OR,    ,027011,#1 STAKED,CLEM X ERNEST MARKHAM,Ernest Markham Clematis                                     ,VIN,03,     ,,,BREAKING DORMANCY,FULL STK,     , 30 ,04/15/14  , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949270110,,,
OR,    ,044481,#1 STAKED,CLEM X JACKMANII SUPERBA,Jackman Superba Clematis                                    ,VIN,04,     ,#REF!,,-,FULL STK, 45 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949296981,,,
OR,    ,033512,#2 STAKED,CLEM X JULKA,Julka Clematis                                              ,VIN,04,     ,,,,"27""H  4 STEMS",     , 16 ,05/01/14  , 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949210321,,,
OR,2010,055201,#1 STAKED,CLEM X MRS. SPENCER CASTLE,Mrs. Spencer Castle Clematis                                ,VIN,04,     ,,,-,"21""H  3 STEMS", 18 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949280324,,,
OR,    ,027065,#5 STAKED,CLEM X MULTI-BLUE,Multi-Blue Clematis                                         ,VIN,04,     ,,,BREAKING DORMANCY,FULL STK, 35 ,,, 28.00 , 22.40 , 2.30 , 24.70 ,     ,,014949270653,,,
OR,    ,027441,#1 STAKED,CLEM X NELLY MOSER,Nelly Moser Clematis                                        ,VIN,04,     ,,,BREAKING DORMANCY,FULL STK, 871 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949274415,,,
OR,    ,027461,#1 STAKED,CLEM X NIOBE,Niobe Clematis                                              ,VIN,04,     ,,,-,FULL STK,     , 10 ,05/01/14  , 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949274613,,,
OR,    ,027071,#1 STAKED,CLEM X PINK CHAMPAGNE,Pink Champagne Clematis                                     ,VIN,04,     ,,,BREAKING DORMANCY,FULL STK, 31 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949270714,,,
OR,    ,027481,#1 STAKED,CLEM X RAMONA,Ramona Clematis                                             ,VIN,04,     ,,,BREAKING DORMANCY,FULL STK, 151 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949274811,,,
OR,    ,027492,#2 STAKED,CLEM X ROUGE CARDINAL,Rouge Cardinal Clematis                                     ,VIN,04,     ,,,BREAKING DORMANCY,FULL STK, 5 , 103 ,05/01/14  , 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949274927,,,
OR,    ,026371,#1 STAKED,CLEM X TOKI,Toki Clematis                                               ,VIN,04,     ,,,BREAKING DORMANCY,1/4 STK, 37 ,,, 8.50 , 6.80 , 0.46 , 7.26 ,     ,,014949060803,,,
OR,2010,056212,#2 STAKED,CLEM X WESTERPLATTE,Westerplatte Clematis                                       ,VIN,04,     ,,,BREAKING DORMANCY,"3/4"" STK", 33 , 47 ,05/01/14  , 17.00 , 13.60 , 1.15 , 14.75 ,     ,,014949287767,,,
CA,2012,078721,#1,CORE BIGBANG TM CSMC EY P22601,Big Bang™  Cosmic Eye Tickseed,PRN,05,     ,,,-,CAN FULL,     , 303 ,04/01/14  , 5.50 , 4.40 , 0.49 , 4.89 ,     ,,014949371831,,,
OR,2010,068091,#1,CORE BIGBANG TM FULLMN PP19364,Big Bang™  Full Moon Tickseed,PRN,05,     ,,,EMERGING,., 38 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949323465,,,
OR,2010,068081,#1,CORE BIGBANG TM RDSHFT PP20412,Big Bang™  Redshift Tickseed,PRN,05,     ,,,EMERGING,., 528 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949323441,,,
OR,    ,027954PTC,"4"" Pot POT-TERRA",COREOPSIS AURICULATA NANA,Dwarf Tickseed                                              ,PRN,04,     ,,,,CAN FULL,     , 14 ,05/01/14  , 3.00 , 2.40 , 0.26 , 2.66 ,     ,,014949344880,,,
OR,2012,058262,#2,COREOPSIS VER ROUTE 66 PP20609,Route 66 Tickseed                                           ,PRN,05,     ,,,CUT BACK,., 403 , 609 ,04/01/14  , 11.00 , 8.80 , 1.15 , 9.95 ,     ,,014949361160,,,
OR,    ,027961,#1,COREOPSIS VERT MOONBEAM,Moonbeam Threadleaf Tickseed                                ,PRN,03,     ,,,,CAN FULL,     , 10 ,05/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949279618,,,
OR,    ,027971,#1,COREOPSIS VERT ZAGREB,Zagreb Threadleaf Tickseed                                  ,PRN,03,     ,,,CUT BACK,.,     , 30 ,04/01/14  , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949279717,,,
OR,    ,027731,#1,CORNUS ALBA ELEGANTISSIMA,Variegated Red Twig Dogwood                                 ,DCS,02,     ,,,BREAKING DORMANCY,10''H - 8''S, 25 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949277317,,,
OR,    ,027862,#2,CORNUS ALBA IVORYHALO TM,Ivory Halo®  Dogwood,DCS,03, 258 ,#REF!,233,BREAKING DORMANCY,12''H - 12''S,     ,     ,          , 15.25 , 12.20 , 1.15 , 13.35 ,     ,,014949278628,,,
OR,2010,045285,#5,CORNUS ALBA PRAIRIE FIRE AUREA,Prairie Fire Dogwood                                        ,DCS,02,     ,,,-,"24""H - 16""S",     , 68 ,05/15/14  , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949237748,,,
OR,    ,027751,#1,CORNUS ALBA SIBIRICA,Red Twig Dogwood                                            ,DCS,02,     ,,,BREAKING DORMANCY,"12''H - 8""S", 510 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949277515,,,
OR,    ,02787M,#10 Squat,CORNUS ALTERNIFOLIA,Pagoda Dogwood                                              ,TRE,04,     ,,,BREAKING DORMANCY,"48""H", 8 ,     ,          , 64.00 , 51.20 , 8.28 , 59.48 ,     ,,014949278765,,,
OR,2011,074805,#5,CORNUS S ARCTIC FIRE TM P18523,Arctic Fire™  Red Twig Dogwood,DCS,03, 277 ,,277,BREAKING DORMANCY,"15""H - 14""S",     ,     ,          , 22.00 , 17.60 , 2.30 , 19.90 ,     ,,014949349274,,,
OR,    ,027801,#1,CORNUS SERICEA FLAVIRAMEA,Yellow Twig Dogwood                                         ,DCS,02,     ,,,BREAKING DORMANCY,"12""H - 8""S", 576 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949278017,,,
OR,    ,027821,#1,CORNUS SERICEA ISANTI,Isanti Red-Osier Dogwood                                    ,DCS,02,     ,,,BREAKING DORMANCY,10''H - 8''S, 386 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949278215,,,
OR,    ,044701,#1,CORNUS SERICEA KELSEYI,Kelsey's Dwarf Red-Osier Dogwood                            ,DCS,02,     ,,,BREAKING DORMANCY,"6''H - 8""S", 903 ,     ,          , 7.75 , 6.20 , 0.46 , 6.66 ,     ,,014949263532,,,
OR,2013,080841S,SuperOne TM,CORNUS STO PUCKERED UP TM PPAF,Pucker Up!™  Red Twig Dogwood,DCS,03,     ,,,DORMANT,"10""H - 10""S", 79 ,     ,          , 9.00 , 7.20 , 0.77 , 7.97 ,     ,,014949359525,,,
OR,    ,027625,#5,CORNUS X CONSTELLATION R,Constellation®  Dogwood,TRE,05,     ,,,BREAKING DORMANCY,"48""H",     , 8 ,05/15/14  , 38.00 , 30.40 , 2.30 , 32.70 ,     ,,014949276259,,,
OR,2013,03039M,#10 Squat,CORNUS X VENUS R PP16309,Venus®  Dogwood,TRE,05,     ,,,BREAKING DORMANCY,"68""H",     , 2 ,05/15/14  , 69.00 , 55.20 , 8.28 , 63.48 ,     ,,014949345788,,,
OR,    ,028171,#1,CORYDALIS FLEX CHINA BLUE,China Blue Fumewort                                         ,PRN,05,     ,,,-,CAN FULL, 871 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949281710,,,
OR,    ,028501,#1,COT APICULATUS,Cranberry Cotoneaster                                       ,DCS,04,     ,,,BREAKING DORMANCY,"6""H - 8""S", 261 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949285015,,,
OR,    ,028551,#1,COT APICULATUS TOM THUMB,Tom Thumb Cranberry Cotoneaster                             ,DCS,04,     ,,,BREAKING DORMANCY,"4""H - 6""S", 573 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949285510,,,
OR,    ,029001,#1,COT DAM CORAL BEAUTY,Coral Beauty Cotoneaster                                    ,EVS,05,     ,,,-,"6""H - 10""S", 205 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949290019,,,
OR,    ,029101,#1,COT DAM EICHHOLZ,Eichholz Cotoneaster                                        ,EVS,05,     ,,,-,6''H - 8''S, 6 ,     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949291016,,,
