Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
,000755,ACER PAL BLOODGOOD,,,,,,,,,
,00075M,ACER PAL BLOODGOOD,,,,,,,,,
,000759,ACER PAL BLOODGOOD,,,,,,,,,
,000955ST,ACER PAL CRIMSON QUEEN,,,,,,,,,
,00095MST,ACER PAL CRIMSON QUEEN,,,,,,,,,
,000952ST,ACER PAL CRIMSON QUEEN,,,,,,,,,
,000845,ACER PAL EMPEROR I R,,,,,,,,,
,001025,ACER PAL SANGOKAKU,,,,,,,,,
,00102M,ACER PAL SANGOKAKU,,,,,,,,,
,03033M,ACER SHIR AUTUMN MOON,,,,,,,,,
,025212,BAM-FARGESIA RUFA (CLUMP),,,,,,,,,
,012031,BER GOLDN NUGGET TM P9577 CBR,,,,,,,,,
,012032,BER GOLDN NUGGET TM P9577 CBR,,,,,,,,,
,012052,BER T CRIMSON PYGMY,,,,,,,,,
,012051,BER T CRIMSON PYGMY,,,,,,,,,
,035232,BER T GOLDEN RUBY R PP16203,,,,,,,,,
,035231,BER T GOLDEN RUBY R PP16203,,,,,,,,,
,035233,BER T GOLDEN RUBY R PP16203,,,,,,,,,
,062932,BER T ORANGE ROCKET PP18411,,,,,,,,,
,062935,BER T ORANGE ROCKET PP18411,,,,,,,,,
,035242,BER T PYGMY RUBY TM,,,,,,,,,
,012202,BER T ROSE GLOW,,,,,,,,,
,003015,BUXUS CHICAGOLAND GREEN R,,,,,,,,,
,013825,BUXUS GREEN MOUNTAIN,,,,,,,,,
,013822,BUXUS GREEN MOUNTAIN,,,,,,,,,
,013895,BUXUS GREEN VELVET,,,,,,,,,
,013892,BUXUS GREEN VELVET,,,,,,,,,
,013891,BUXUS GREEN VELVET,,,,,,,,,
,013835,BUXUS MIC WINTER GEM,,,,,,,,,
,013832,BUXUS MIC WINTER GEM,,,,,,,,,
,013905,BUXUS S GREEN TOWER R PP15243,,,,,,,,,
,013902,BUXUS S GREEN TOWER R PP15243,,,,,,,,,
,013982,BUXUS SEMP SUFFRUTICOSA,,,,,,,,,
,013981,BUXUS SEMP SUFFRUTICOSA,,,,,,,,,
,013882,BUXUS SEMP VARIEGATA,,,,,,,,,
,024032,CHAM PIS FIL GOLDEN CHARM,,,,,,,,,
,414562TE,CLEM BLVRD R REBECCA TM P21583,,,,,,,,,
,028552,COT APICULATUS TOM THUMB,,,,,,,,,
,033605,EUO ALATUS COMPACTUS,,,,,,,,,
,033902,EUO F EMERALD GAIETY,,,,,,,,,
,034502,EUO F MOONSHADOW,,,,,,,,,
,014011,GR-CAL ACUT KARL FOERSTER,,,,,,,,,
,035911,GR-HAKONECHLOA MACRA ALL GOLD,,,,,,,,,
,038681,GR-HAKONECHLOA MACRA AUREOLA,,,,,,,,,
,040111,HEM STELLA DE ORO,,,,,,,,,
,092755,HYD BLUE ENCHANTRESS R PP25209,,,,,,,,,
,041705,HYD PETIOLARIS,,,,,,,,,
,053392,JUN SQUA BLUE STAR,,,,,,,,,
,059585TR,MAG X BLACK TULIP PPAF,,,,,,,,,
,062215,NAND DOM PLUM PASSION R P12069,,,,,,,,,
,047085,PAEONIA ITOH KEIKO TM (PK D D),,,,,,,,,
,052605,PAEONIA ITOH MISAKA TM PP22192,,,,,,,,,
,052595,PAEONIA ITOH TAKARA TM PP22374,,,,,,,,,
,047075,PAEONIA ITOH YUMI TM (YLW),,,,,,,,,
,019522,PAEONIA X BOWL OF BEAUTY (PK),,,,,,,,,
,050282,PAEONIA X BUCKEYE BELLE (RED),,,,,,,,,
,063742,PAEONIA X KANSAS (RED),,,,,,,,,
,046212,PAEONIA X LADY ORCHID (PINK),,,,,,,,,
,064912,PAEONIA X MME EMILE DEBATENE,,,,,,,,,
