Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
,074731S,ABELIA CHIN BRONZ ANNIV R PPAF,,,,,,,,,
,028343,ABELIA GRA KALEIDOSCOPE P16988,,,,,,,,,
,400521,AGASTACHE HYB BLUE BOA PP24050,,,,,,,,,
,039021,ANEMONE X WILD SWAN TM PP23132,,,,,,,,,
,078762S,AZ BLM-A-THON TM DB PK PP21477,,,,,,,,,
,078772S,AZ BLM-A-THON TM RED PP21562,,,,,,,,,
,078782S,AZ BLM-A-THON TM WHITE PP21512,,,,,,,,,
,013051BH,BOUG PURPLE QUEEN R,,,,,,,,,
,074411S,BUD LO&BEHLD R BLU CHP PP19991,,,,,,,,,
,074412S,BUD LO&BEHLD R BLU CHP PP19991,,,,,,,,,
,080812S,BUD LO&BEHLD R ICE CHIP PPAF,,,,,,,,,
,080812S,BUD LO&BEHLD R ICE CHIP PPAF,,,,,,,,,
,013781,BUDDLEJA DAV BLACK KNIGHT,,,,,,,,,
,013791,BUDDLEJA DAV PINK DELIGHT,,,,,,,,,
,013561,BUDDLEJA DAV ROYAL RED,,,,,,,,,
,077391S,BUDDLEJA MISS MOLLY PPAF,,,,,,,,,
,074401S,BUDDLEJA X MISS RUBY PPAF,,,,,,,,,
,407861,CHRY (LEUCA) X REAL GLORY,,,,,,,,,
,02302UT,CHRYS (LEUCANTH) X SUP BECKY,,,,,,,,,
,027531,CLETHRA ALN RUBY SPICE,,,,,,,,,
,05968UT,DIANTHUS FIRE STAR PP14895,,,,,,,,,
,03133UT,DIANTHUS FROSTY FIRE,,,,,,,,,
,031331,DIANTHUS FROSTY FIRE,,,,,,,,,
,08702UT,ECHINACEA CHEYENNE SPIRIT,,,,,,,,,
,087021,ECHINACEA CHEYENNE SPIRIT,,,,,,,,,
,00299UT,ECHINACEA POWWOW R WILDBERRY,,,,,,,,,
,019241,FERN-ATHYRIUM F LADY IN RED,,,,,,,,,
,036451,FERN-MATTEUCCIA STRUTHIOPTERIS,,,,,,,,,
,412631,GAILLARDIA FANFARE CITRNLA PAF,,,,,,,,,
,412641,GAILLARDIA FANFARE REGAL PPAF,,,,,,,,,
,412651,GAILLARDIA SUNSET CANDY PPAF,,,,,,,,,
,408811,GAILLARDIA SUNSET CELEBRATION,,,,,,,,,
,408761,GAILLARDIA SUNSET CUTIE PPAF,,,,,,,,,
,408751,GAILLARDIA SUNSET FLASH PPAF,,,,,,,,,
,408801,GAILLARDIA SUNSET SNAPPY PPAF,,,,,,,,,
,037701SPT,GARDENIA AUGUST BEAUTY,,,,,,,,,
,067791,GR-BOUT BLOND AMBITION PP22048,,,,,,,,,
,065803,GR-CHASMANTHIUM LAT RIVER MIST,,,,,,,,,
,089291,GR-HAKONECHLOA FUBUKI PP21757,,,,,,,,,
,061811,GR-MIS SIN ADAGIO,,,,,,,,,
,061561,GR-MIS SIN GRACILLIMUS,,,,,,,,,
,064261,GR-PENN ALO HAMELN,,,,,,,,,
,04009UT,HEM LITTLE BUSINESS,,,,,,,,,
,092752,HYD BLUE ENCHANTRESS R PP25209,,,,,,,,,
,403673,HYD DBL DLT TM STR GAZR P20998,,,,,,,,,
