Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
CA,031701,CORDYLINE INDIVISA,,,,,,,,,
CA,030121,CUPHEA HYS ITSY BITSY R ROSE,,,,,,,,,
CA,083001,CUPHEA HYS ITSY BITSY R WHITE,,,,,,,,,
CA,098271S,DIANELLA RV LITTLE REV PP17719,,,,,,,,,
CA,066062,DIANELLA TAS SILVER STREAK,,,,,,,,,
CA,090221,DIANTHUS COSMIC TM PK SWRL PAF,,,,,,,,,
CA,090211,DIANTHUS COSMIC TM RD SWRL PAF,,,,,,,,,
OR,032121,ERIGERON GLA SEA BREEZE P12076,,,,,,,,,
CA,036185,ESCALLONIA COMPAKTA,,,,,,,,,
CA,033301,EUGENIA MYR GLOBULUS,,,,,,,,,
CA,033429SP,EUGENIA MYR MONTEREY BAY,,,,,,,,,
CA,057031,LANTANA S WHITE LIGHTNIN' R,,,,,,,,,
OR,086691,LAVAN PEN WITH LOVE TM PP22709,,,,,,,,,
OR,086692,LAVAN PEN WITH LOVE TM PP22709,,,,,,,,,
OR,05894UT,LITHODORA GRACE WARD,,,,,,,,,
OR,041361,ROSMARINUS ROMAN BTY PP18192,,,,,,,,,
OR,041362,ROSMARINUS ROMAN BTY PP18192,,,,,,,,,
CA,072905,THUJA OR AUREA NANA,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
