Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
550000,035041,#1 STAKED,EVS,284,81,0,0,81,$8.50 ,,5/1/2014
550000,013201,#1 STAKED,EVS,39,4,0,0,4,$18.50 ,,
550000,013051,#1 STAKED,EVS,660,42,0,0,42,$8.50 ,,
,013895,#5,,,,,,,,,
,013835,#5,,,,,,,,,
,035405ES,#5 ESPALIER,,,,,,,,,
,023081,#1,,,,,,,,,
,403803,#3,,,,,,,,,
,035023,#3,,,,,,,,,
,403883,#3,,,,,,,,,
,017313,#3,,,,,,,,,
,089953S,Super 3,,,,,,,,,
,024373S,Super 3,,,,,,,,,
,024377PT,#7 PATIO TREE,,,,,,,,,
,029923S,Super 3,,,,,,,,,
,042445PT,#5 PATIO TREE,,,,,,,,,
,074603S,Super 3,,,,,,,,,
,014883,#3,,,,,,,,,
,09238UT,LittleOne,,,,,,,,,
,064625,#5,,,,,,,,,
,053557,#7,,,,,,,,,
,066937,#7,,,,,,,,,
,098552S,SuperTwo,,,,,,,,,
,022642S,SuperTwo,,,,,,,,,
,042823S,Super 3,,,,,,,,,
,030903S,Super 3,,,,,,,,,
,030903SPT,Super 3 PATIO TREE,,,,,,,,,
,011623S,Super 3,,,,,,,,,
,011623SPT,Super 3 PATIO TREE,,,,,,,,,
,074683S,Super 3,,,,,,,,,
,071867PT,#7 PATIO TREE,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
