Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
,000845,ACER PAL EMPEROR I R,,,,,,,,,
,400445,ACER PAL RYUSEN PP18501,,,,,,,,,
,029093ST,ACER PAL TAMUKEYAMA,,,,,,,,,
,001391,ACTINIDIA ARG ISSAI (FEMALE),,,,,,,,,
,001881,AGAPANTHUS X MIDKNIGHT BLUE R,,,,,,,,,
,001885,AGAPANTHUS X MIDKNIGHT BLUE R,,,,,,,,,
,001885,AGAPANTHUS X MIDKNIGHT BLUE R,,,,,,,,,
,055482,ARALIA CORDATA GOTEMBA,,,,,,,,,
,025761,ARMERIA MAR NIFTY THRIFTY,,,,,,,,,
,003151,ASPARAGUS MYERS,,,,,,,,,
,050021,BEESIA DELTOPHYLLA,,,,,,,,,
,035231,BER T GOLDEN RUBY R PP16203,,,,,,,,,
,401112,BER T GOLDEN TREASURE,,,,,,,,,
,080812S,BUD LO&BEHLD R ICE CHIP PPAF,,,,,,,,,
,077391S,BUDDLEJA MISS MOLLY PPAF,,,,,,,,,
,077392S,BUDDLEJA MISS MOLLY PPAF,,,,,,,,,
,090781,BUXUS GOLDEN TRIUMPH,,,,,,,,,
,013825CN,BUXUS GREEN MOUNTAIN,,,,,,,,,
,013905,BUXUS S GREEN TOWER R PP15243,,,,,,,,,
,013881,BUXUS SEMP VARIEGATA,,,,,,,,,
,013882,BUXUS SEMP VARIEGATA,,,,,,,,,
,023305,CEDRUS ATLANTICA GLAUCA,,,,,,,,,
,023307,CEDRUS ATLANTICA GLAUCA,,,,,,,,,
,023327,CEDRUS ATLANTICA HORSTMANN,,,,,,,,,
,033802,CHAM L YVONNE-GUARDIAN R,,,,,,,,,
,033805,CHAM L YVONNE-GUARDIAN R,,,,,,,,,
,02365M,CHAM NOOT PENDULA,,,,,,,,,
,023655,CHAM NOOT PENDULA,,,,,,,,,
,023655,CHAM NOOT PENDULA,,,,,,,,,
,014412,CHAM PIS VINTAGE GOLD,,,,,,,,,
,014415,CHAM PIS VINTAGE GOLD,,,,,,,,,
,017421,CORDYLINE RED STAR,,,,,,,,,
,031381,CYTISUS ALLGOLD,,,,,,,,,
,034201,DELOSPERMA COOPERI,,,,,,,,,
,004801,DICENTRA BURNINGHEARTS PP20797,,,,,,,,,
,048651,ECHINACEA TIKI TORCH PP18839,,,,,,,,,
,036121,FERN-ATHYRIUM NIP PICTUM,,,,,,,,,
,021231,FERN-DRYOPTERIS X AUSTRALIS,,,,,,,,,
,089221,GAILLARDIA FANFARE BLZE P23494,,,,,,,,,
,037611,GAILLARDIA GOBLIN,,,,,,,,,
,023081,GERANIUM ROZANNE PP12175,,,,,,,,,
,023081,GERANIUM ROZANNE PP12175,,,,,,,,,
,067791,GR-BOUT BLOND AMBITION PP22048,,,,,,,,,
,028051,GR-ERIANTHUS RAVENNAE,,,,,,,,,
,061745,GR-MIS SIN CABARET,,,,,,,,,
,044593,GR-MIS SIN LITTLE ZEBRA P13008,,,,,,,,,
,028871,HEUCHERA MARMALADE PP15945,,,,,,,,,
,054531,HEUCHERA MIDNIGHT BAYOU P21858,,,,,,,,,
,045721,HEUCHERA MIDNIGHT ROSE PP18551,,,,,,,,,
,045721,HEUCHERA MIDNIGHT ROSE PP18551,,,,,,,,,
,049711,HEUCHERA SOUTHERN COMFORT PPAF,,,,,,,,,
,040901,HIB R BRILLIANT,,,,,,,,,
,041301,HIB R HULA GIRL,,,,,,,,,
,403673,HYD DBL DLT TM STR GAZR P20998,,,,,,,,,
,403883,HYD END SUM R TWST-N-SHT R PAF,,,,,,,,,
,403923,HYD M NXT GEN RED SNSTN P18197,,,,,,,,,
,024373S,HYD PAN LIMELIGHT PP12874,,,,,,,,,
,024375,HYD PAN LIMELIGHT PP12874,,,,,,,,,
,024377PT,HYD PAN LIMELIGHT PP12874,,,,,,,,,
,029922S,HYD PAN LITTLE LIME PPAF,,,,,,,,,
,029923S,HYD PAN LITTLE LIME PPAF,,,,,,,,,
,074607PT,HYD PAN QUICK FIRE R PP16812,,,,,,,,,
,404043,HYD PAN VNLA STRWBRY TM P20670,,,,,,,,,
,041705,HYD PETIOLARIS,,,,,,,,,
,080961S,HYD SER TUFF STUFF TM PPAF,,,,,,,,,
,080962S,HYD SER TUFF STUFF TM PPAF,,,,,,,,,
,080962S,HYD SER TUFF STUFF TM PPAF,,,,,,,,,
,090981,IBERIS SEMP PURITY,,,,,,,,,
,074915,ILEX CREN SKY POINTER PP20049,,,,,,,,,
,045693,ILEX V SOUTHERN GENTLEMAN(MALE,,,,,,,,,
,045125,ILEX X BERRI-MAGIC R CHINA,,,,,,,,,
,048131,JUN C SEA OF GOLD R PP17622,,,,,,,,,
,048132,JUN C SEA OF GOLD R PP17622,,,,,,,,,
,048135,JUN C SEA OF GOLD R PP17622,,,,,,,,,
,048135,JUN C SEA OF GOLD R PP17622,,,,,,,,,
,051752,JUN SA CALGARY CARPET R,,,,,,,,,
,051752,JUN SA CALGARY CARPET R,,,,,,,,,
,051755,JUN SA CALGARY CARPET R,,,,,,,,,
,053392,JUN SQUA BLUE STAR,,,,,,,,,
,056951,LANTANA CONFETTI TM,,,,,,,,,
,056953PT,LANTANA CONFETTI TM,,,,,,,,,
,057275,LARIX DECIDUA PENDULA,,,,,,,,,
,018211,LAVANDULA ANG HIDCOTE SUPERIOR,,,,,,,,,
,057311,LAVANDULA ANG MUNSTEAD,,,,,,,,,
,404757,MALUS X ROYAL RAINDROPS R,,,,,,,,,
,057071,MAN SUN PAR R PRTY PNK P19399,,,,,,,,,
,061622,MICROBIOTA DECUSSATA,,,,,,,,,
,047251,MUKDENIA ROS CRIMSON FANS,,,,,,,,,
,047252,MUKDENIA ROS CRIMSON FANS,,,,,,,,,
,062232,NAND DOM FIREPOWER,,,,,,,,,
,062232,NAND DOM FIREPOWER,,,,,,,,,
,062911,OENOTHERA SPECIOSA SISKIYOU,,,,,,,,,
,405201,PHLOX PAN BUBBLEGUM PINK,,,,,,,,,
,405231,PHLOX PAN GRAPE LOLLIPOP,,,,,,,,,
,048291,PHLOX SUB COTTON CANDY P13420,,,,,,,,,
,064545,PICEA ABIES CUPRESSINA,,,,,,,,,
,064562,PICEA ABIES NIDIFORMIS,,,,,,,,,
,064585,PICEA ABIES PUMILA,,,,,,,,,
,064692,PICEA PUN GLOBOSA,,,,,,,,,
,064695,PICEA PUN GLOBOSA,,,,,,,,,
,065252,PIERIS J PURITY,,,,,,,,,
,065451,PINUS MUGO PUMILIO,,,,,,,,,
,065452,PINUS MUGO PUMILIO,,,,,,,,,
,046425,PINUS PARVIFLORA GLAUCA NANA,,,,,,,,,
,065401,PLATYCODON GR SENTIMENTAL BLUE,,,,,,,,,
,036561,POLE STAIRWAY TO HEAVEN P15187,,,,,,,,,
,066601,POLYGONUM AUBERTII,,,,,,,,,
,067152,PRUNUS LAUR OTTO LUYKEN,,,,,,,,,
,067155,PRUNUS LAUR OTTO LUYKEN,,,,,,,,,
,067172,PRUNUS LAUR SCHIPKAENSIS,,,,,,,,,
,053557,PRUNUS SUBHIRTELLA PENDULA,,,,,,,,,
,066875,PRUNUS X CISTENA,,,,,,,,,
