Branch,item,Description,Category,Shippable,"Open
Now","Rep
Allocation","Rep
Orders","Now Available
For Rep",Price,Code,Future
550000,028343,ABELIA GRA KALEIDOSCOPE P16988,EVS,284,81,0,0,81,$8.50 ,,5/1/2014
550000,028343,ABELIA GRA KALEIDOSCOPE P16988,EVS,39,4,0,0,4,$18.50 ,,
550000,400343,ABELIA SUNSHNE DAYDRM PP20961,EVS,660,42,0,0,42,$8.50 ,,
,051315,ABIES CONCOLOR CANDICANS,,,,,,,,,
,001395,ACTINIDIA ARG ISSAI (FEMALE),,,,,,,,,
,400521,AGASTACHE HYB BLUE BOA PP24050,,,,,,,,,
,00189UT,AJUGA REPTANS BRONZE BEAUTY,,,,,,,,,
,001955,ALBIZIA JUL ROSEA,,,,,,,,,
,039021,ANEMONE X WILD SWAN TM PP23132,,,,,,,,,
,027501,ASTILBE COLOR FLASH R PP17343,,,,,,,,,
,003511,ASTILBE DEUTSCHLAND,,,,,,,,,
,003501,ASTILBE FANAL,,,,,,,,,
,001681,ASTILBE RED SENTINEL,,,,,,,,,
,003541,ASTILBE RHEINLAND,,,,,,,,,
,007075,AZALEA EX CANNON'S DOUBLE,,,,,,,,,
,007775,AZALEA EX GOLDEN FLARE,,,,,,,,,
,008305,AZALEA EX KLONDYKE,,,,,,,,,
,022021,BERGENIA COR WINTERGLOW,,,,,,,,,
,074412S,BUD LO&BEHLD R BLU CHP PP19991,,,,,,,,,
,080792S,BUD LO&BEHLD R LILAC CHIP PPAF,,,,,,,,,
,013565PT,BUDDLEJA DAV ROYAL RED,,,,,,,,,
,077391S,BUDDLEJA MISS MOLLY PPAF,,,,,,,,,
,077392S,BUDDLEJA MISS MOLLY PPAF,,,,,,,,,
,074402S,BUDDLEJA X MISS RUBY PPAF,,,,,,,,,
,074402S,BUDDLEJA X MISS RUBY PPAF,,,,,,,,,
,013895,BUXUS GREEN VELVET,,,,,,,,,
,013952,BUXUS J GREEN BEAUTY,,,,,,,,,
,014515,CALYCANTHUS FLORIDUS,,,,,,,,,
,022361,CAMPANULA PORTENSCHLAGIANA,,,,,,,,,
,022497,CARAGANA ARB WALKER,,,,,,,,,
,022895,CARY X DARK KNIGHT,,,,,,,,,
,023327,CEDRUS ATLANTICA HORSTMANN,,,,,,,,,
,068453LR,CELASTRUS SCAN AUTUMN REVOL TM,,,,,,,,,
,023685,CHAM OBT GRACILIS,,,,,,,,,
,023842,CHAM PIS SUNGOLD,,,,,,,,,
,023021,CHRYS (LEUCANTH) X SUP BECKY,,,,,,,,,
,044482,CLEM X JACKMANII SUPERBA,,,,,,,,,
,027461,CLEM X NIOBE,,,,,,,,,
,027491,CLEM X ROUGE CARDINAL,,,,,,,,,
,081533,CLETHRA ALNIFOLIA,,,,,,,,,
,018411,CORE CRUZIN' TM MAIN STRT PAF,,,,,,,,,
,402027,CORNUS KOUSA SUMMER FUN PPAF,,,,,,,,,
,028555PT,COT APICULATUS TOM THUMB,,,,,,,,,
